timestamp,open,high,low,close,volume
2023-07-09 21:00:00+00:00,1869.366,1878.96,1863.325645,1865.254465,0.058975146
2023-07-09 22:00:00+00:00,1865.89903945,1868.99728731,1856.36341615,1867.0673325,0.072406646
2023-07-09 23:00:00+00:00,1866.44941298,1867.007009615,1859.68036,1862.469306435,0.001
2023-07-10 00:00:00+00:00,1863.42768035,1863.42768035,1846.9461415,1854.77450486,0.019946
2023-07-10 01:00:00+00:00,1854.509799635,1860.318324,1851.48427,1853.037685,0.0
2023-07-10 02:00:00+00:00,1852.7179905,1866.74931435,1852.7179905,1865.1625,0.0
2023-07-10 03:00:00+00:00,1865.0455,1868.25,1850.137557418,1862.15726,0.103435613
2023-07-10 04:00:00+00:00,1861.90788145,1863.58840684,1858.91855,1860.652882,0.0
2023-07-10 05:00:00+00:00,1860.9236359,1862.41134,1853.949815,1854.0847955,0.108288892
2023-07-10 06:00:00+00:00,1854.4452165,1857.7161105,1852.17640083,1855.262906015,0.076775
2023-07-10 07:00:00+00:00,1855.72796,1859.4047,1853.61735,1856.25775,0.834727536
2023-07-10 08:00:00+00:00,1856.658729,1857.45703,1849.6236933,1856.0115,0.076856327
2023-07-10 09:00:00+00:00,1855.8749095,1865.193984875,1853.112775,1860.60128071,0.0
2023-07-10 10:00:00+00:00,1860.61343157,1864.980505,1859.89225,1862.619575,0.743041062
2023-07-10 11:00:00+00:00,1863.0666422,1866.212,1861.1583,1863.9842155,0.075975138
2023-07-10 12:00:00+00:00,1864.8174355,1867.3602245,1859.576684955,1861.745,0.005
2023-07-10 13:00:00+00:00,1861.687663495,1869.735,1861.197511,1863.7008477,0.003411088
2023-07-10 14:00:00+00:00,1863.754352055,1873.090927,1863.17533,1870.44137082,0.195242013
2023-07-10 15:00:00+00:00,1870.214127,1873.8,1866.358,1871.16603,0.333926859
2023-07-10 16:00:00+00:00,1871.28125,1874.717557418,1865.41063192,1872.5616065,0.038309281
2023-07-10 17:00:00+00:00,1872.244,1874.039,1867.5,1868.23171705,0.958282958
2023-07-10 18:00:00+00:00,1868.43656734,1890.6331956,1867.65887417,1887.9762293,0.5360331
2023-07-10 19:00:00+00:00,1888.43,1901.5900427,1887.175297945,1899.4969855,5.542313651
