Symbol,Year,Month,Day,Open,High,Low,Volume,Market Cap,Volatility25,SMA25,EMA25,ATR25,RSI25,Close,NextClose
btc,2024,2,23,51288.38,51501.55,50660.19,39680259961.61,1003273465076.26,3973.22,47734.21,48597.66,1346.29,74.97,50830.04,51549.1
btc,2024,2,24,50744.12,51664.32,50590.04,32742452148.97,1004394826459.79,3911.68,48079.55,48824.7,1350.1,77.85,51549.1,51743.97
btc,2024,2,25,51568.16,51932.93,51340.03,26223098130.65,1013990612709.75,3804.7,48444.86,49049.26,1315.66,79.66,51743.97,54454.91
btc,2024,2,26,51721.05,54899.99,50934.63,36653055557.66,1027224515607.58,3815.86,48900.28,49465.08,1421.97,82.26,54454.91,57029.24
btc,2024,2,27,54476.52,57501.14,54463.73,81134638355.52,1108929904071.7,3954.22,49453.88,50046.94,1511.68,84.43,57029.24,62497.28
btc,2024,2,28,57037.37,63699.03,56731.11,96554866216.25,1164199401855.02,4509.74,50234.95,51004.65,1773.19,88.51,62497.28,61256.01
btc,2024,2,29,62432.07,63470.48,60559.34,144705189244.5,1219220160267.04,4732.53,50980.79,51793.22,1854.44,85.54,61256.01,62481.07
btc,2024,3,1,61153.2,62936.0,60791.79,86080951475.56,1214897930968.27,4940.5,51771.48,52615.36,1891.88,86.13,62481.07,62004.02
btc,2024,3,2,62381.06,62381.06,61675.41,56200041952.97,1217268482817.13,5004.65,52527.44,53337.57,1888.83,84.44,62004.02,63099.99
btc,2024,3,3,61987.33,63182.52,61424.1,39229163265.53,1221662652840.69,5129.86,53278.32,54088.52,1897.61,84.37,63099.99,68208.36
btc,2024,3,4,63130.26,68363.17,62812.07,71996842646.86,1283001116073.35,5664.64,54194.01,55174.66,2071.49,86.42,68208.36,63971.07
btc,2024,3,5,68245.95,68887.74,61397.72,119040375749.32,1300163898134.38,5787.57,54869.1,55851.31,2258.15,74.9,63971.07,66137.13
btc,2024,3,6,63765.18,67573.33,62793.17,148672936177.78,1294415376146.1,6009.81,55604.17,56642.53,2401.33,75.96,66137.13,66903.82
btc,2024,3,7,66075.98,67854.61,65688.09,83067313501.04,1311958696591.89,6214.31,56349.54,57431.86,2450.95,76.14,66903.82,68202.87
btc,2024,3,8,66823.18,69451.15,66398.03,71079775498.72,1329387120348.65,6500.0,57076.96,58260.4,2472.63,75.83,68202.87,68513.59
btc,2024,3,9,68124.12,68641.97,67899.97,74958968163.58,1341229215174.13,6698.57,57827.82,59049.1,2432.11,76.64,68513.59,68949.74
btc,2024,3,10,68313.27,69857.99,68231.15,45808616696.34,1361100511600.56,6930.5,58513.02,59810.69,2392.31,75.5,68949.74,72094.44
btc,2024,3,11,68959.19,72708.04,67777.97,79078213966.75,1394226484218.35,7294.4,59321.27,60755.6,2531.71,77.55,72094.44,71473.86
btc,2024,3,12,72085.08,72493.29,69356.89,89227745554.76,1408081228656.03,7521.84,60095.34,61580.08,2623.64,76.11,71473.86,73087.95
btc,2024,3,13,71462.21,73607.76,71333.36,91851042512.4,1428409527164.5,7739.03,60951.9,62465.3,2653.86,78.01,73087.95,71432.39
btc,2024,3,14,73082.35,73628.43,68699.98,75391048865.69,1418509576121.8,7784.39,61724.43,63155.07,2806.05,74.49,71432.39,69532.18
btc,2024,3,15,71388.99,72305.13,65867.11,124794270434.02,1348218188268.74,7645.58,62436.15,63645.62,3033.91,71.72,69532.18,65286.52
btc,2024,3,16,69491.06,69931.27,65249.77,92160775812.01,1341199301691.53,7362.89,62956.48,63771.84,3137.79,64.56,65286.52,68650.08
btc,2024,3,17,65340.0,68870.99,64949.86,84216901410.83,1318249336155.17,7066.54,63629.16,64147.09,3231.88,67.67,68650.08,67711.55
btc,2024,3,18,68393.46,68920.04,66689.99,70655312794.55,1331937204803.43,6624.99,64284.05,64421.28,3277.94,67.05,67711.55,61981.15
btc,2024,3,19,67610.0,68096.05,61624.96,102045256284.41,1265347298387.31,6030.1,64730.09,64233.58,3503.13,60.47,61981.15,67854.02
btc,2024,3,20,61972.04,67982.18,60941.74,115391694995.1,1255313190184.02,5393.19,65382.29,64512.07,3741.77,63.96,67854.02,65476.17
btc,2024,3,21,67842.99,68091.76,64650.4,95877864553.05,1310305920103.31,4585.02,65931.58,64586.24,3855.71,61.33,65476.17,63567.63
btc,2024,3,22,65499.91,66630.0,62572.56,70832261570.22,1270966990859.47,3953.33,66296.09,64507.88,3859.39,57.62,63567.63,64238.03
